                               Game of the Rope - Description of the internal state

Game 1
Ref Coa 1 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Coa 2 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5       Trial        
Sta  Stat Sta SG Sta SG Sta SG Sta SG Sta SG  Stat Sta SG Sta SG Sta SG Sta SG Sta SG 3 2 1 . 1 2 3 NB PS
001  #### ### ## ### ## ### ## ### ## ### ##  #### ### ## ### ## ### ## ### ## ### ## # # # . # # # ## ##
002  #### ### ## ### ## ### ## ### ## ### ##  #### ### ## ### ## ### ## ### ## ### ## # # # . # # # ## ##
003   003 001  4 001  4 003  5 003  4 003  4   002 001  4 003  5 001  2 003  2 003  5 2 3 4 . 4 1 3  1 ##
003   003 001  4 001  4 003  5 003  4 003  4   003 001  4 003  5 001  2 003  2 003  5 2 3 4 . 4 1 3  1 ##
004   003 001  4 001  4 003  5 003  4 003  4   003 001  4 003  5 001  2 003  2 003  5 2 3 4 . 4 1 3  1  0
004   003 001  4 001  4 003  5 003  4 003  4   003 001  4 003  4 001  2 003  2 003  5 2 3 4 . 4 1 3  1  0
004   003 001  4 001  4 003  5 003  4 003  4   003 001  4 003  4 001  2 003  2 003  5 2 3 4 . 4 1 3  1  0
004   003 001  4 001  4 003  5 003  4 003  4   003 001  4 003  4 001  2 003  2 003  4 2 3 4 . 4 1 3  1  0
004   003 001  4 001  4 003  5 003  4 003  4   003 001  4 003  4 001  2 003  2 003  4 2 3 4 . 4 1 3  1  0
004   003 001  4 001  4 003  5 003  4 003  3   003 001  4 003  4 001  2 003  2 003  4 2 3 4 . 4 1 3  1  0
004   003 001  4 001  4 003  5 003  4 003  3   003 001  4 003  4 001  2 003  2 003  4 2 3 4 . 4 1 3  1  0
004   003 001  4 001  4 003  5 003  4 003  3   003 001  4 003  4 001  2 003  1 003  4 2 3 4 . 4 1 3  1  0
004   003 001  4 001  4 003  5 003  4 003  3   003 001  4 003  4 001  2 003  1 003  4 2 3 4 . 4 1 3  1  0
004   003 001  4 001  4 003  4 003  4 003  3   003 001  4 003  4 001  2 003  1 003  4 2 3 4 . 4 1 3  1  0
004   003 001  4 001  4 003  4 003  4 003  3   003 001  4 003  4 001  2 003  1 003  4 2 3 4 . 4 1 3  1  0
004   003 001  4 001  4 003  4 003  3 003  3   003 001  4 003  4 001  2 003  1 003  4 2 3 4 . 4 1 3  1  0
004   003 001  4 001  4 003  4 003  3 003  3   003 001  4 003  4 001  2 003  1 003  4 2 3 4 . 4 1 3  1  0
004   003 001  4 001  4 003  4 003  3 003  3   003 001  4 003  4 001  2 003  1 003  4 2 3 4 . 4 1 3  1  0
003   003 001  4 001  4 003  4 003  3 003  3   003 001  4 003  4 001  2 003  1 003  4 # # # . # # #  2  0
003   003 001  4 001  4 003  4 003  3 003  3   003 001  4 001  4 001  2 003  1 003  4 # # # . # # #  2  0
003   003 001  4 001  4 003  4 003  3 001  3   003 001  4 001  4 001  2 003  1 003  4 # # # . # # #  2  0
003   001 001  4 001  4 003  4 003  3 001  3   003 001  4 001  4 001  2 003  1 003  4 # # # . # # #  2  0
003   001 001  4 001  4 003  4 003  3 001  3   003 001  4 001  4 001  2 003  1 001  4 # # # . # # #  2  0
003   001 001  4 001  4 003  4 003  3 001  3   001 001  4 001  4 001  2 003  1 001  4 # # # . # # #  2  0
003   001 001  4 001  4 003  4 003  3 001  3   001 001  4 001  4 001  2 001  1 001  4 # # # . # # #  2  0
003   001 001  4 001  4 001  4 003  3 001  3   001 001  4 001  4 001  2 001  1 001  4 # # # . # # #  2  0
003   001 001  4 001  4 001  4 001  3 001  3   001 001  4 001  4 001  2 001  1 001  4 # # # . # # #  2  0
003   002 001  4 001  4 001  4 001  3 001  3   001 001  4 001  4 001  2 001  1 001  4 # # # . # # #  2  0
003   002 001  4 001  4 001  4 001  3 001  3   002 001  4 001  4 001  2 001  1 001  4 # # # . # # #  2  0
003   002 002  4 001  4 001  4 001  3 001  3   002 001  4 001  4 001  2 001  1 001  4 # # # . # # #  2  0
003   002 003  4 001  4 001  4 001  3 001  3   002 001  4 001  4 001  2 001  1 001  4 0 # # . # # #  2  0
003   002 003  4 002  4 001  4 001  3 001  3   002 001  4 001  4 001  2 001  1 001  4 0 # # . # # #  2  0
003   002 003  4 003  4 001  4 001  3 001  3   002 001  4 001  4 001  2 001  1 001  4 0 1 # . # # #  2  0
003   002 003  4 003  4 001  4 001  3 001  4   002 001  4 001  4 001  2 001  1 001  4 0 1 # . # # #  2  0
003   002 003  4 003  4 002  4 001  3 001  4   002 001  4 001  4 001  2 001  1 001  4 0 1 # . # # #  2  0
003   002 003  4 003  4 003  4 001  3 001  4   002 001  4 001  4 001  2 001  1 001  4 0 1 2 . # # #  2  0
003   002 003  4 003  4 003  4 001  4 001  4   002 001  4 001  4 001  2 001  1 001  4 0 1 2 . # # #  2  0
003   003 003  4 003  4 003  4 001  4 001  4   002 001  4 001  4 001  2 001  1 001  4 0 1 2 . # # #  2  0
003   003 003  4 003  4 003  4 001  4 001  4   002 002  4 001  4 001  2 001  1 001  4 0 1 2 . # # #  2  0
003   003 003  4 003  4 003  4 001  4 001  4   002 003  4 001  4 001  2 001  1 001  4 0 1 2 . 0 # #  2  0
003   003 003  4 003  4 003  4 001  4 001  4   002 003  4 001  4 002  2 001  1 001  4 0 1 2 . 0 # #  2  0
003   003 003  4 003  4 003  4 001  4 001  4   002 003  4 001  4 003  2 001  1 001  4 0 1 2 . 0 2 #  2  0
003   003 003  4 003  4 003  4 001  4 001  4   002 003  4 002  4 003  2 001  1 001  4 0 1 2 . 0 2 #  2  0
003   003 003  4 003  4 003  4 001  4 001  4   002 003  4 003  4 003  2 001  1 001  4 0 1 2 . 0 2 1  2  0
003   003 003  4 003  4 003  4 001  4 001  4   002 003  4 003  4 003  2 001  1 001  5 0 1 2 . 0 2 1  2  0
003   003 003  4 003  4 003  4 001  4 001  4   003 003  4 003  4 003  2 001  1 001  5 0 1 2 . 0 2 1  2  0
003   003 003  4 003  4 003  4 001  4 001  4   003 003  4 003  4 003  2 001  2 001  5 0 1 2 . 0 2 1  2  0
004   003 003  4 003  4 003  4 001  4 001  4   003 003  4 003  4 003  2 001  2 001  5 0 1 2 . 0 2 1  2 -1
004   003 003  4 003  4 003  4 001  4 001  4   003 003  4 003  4 003  1 001  2 001  5 0 1 2 . 0 2 1  2 -1
004   003 003  4 003  4 003  4 001  4 001  4   003 003  4 003  4 003  1 001  2 001  5 0 1 2 . 0 2 1  2 -1
004   003 003  4 003  4 003  4 001  4 001  4   003 003  3 003  4 003  1 001  2 001  5 0 1 2 . 0 2 1  2 -1
004   003 003  4 003  4 003  4 001  4 001  4   003 003  3 003  4 003  1 001  2 001  5 0 1 2 . 0 2 1  2 -1
004   003 003  4 003  4 003  4 001  4 001  4   003 003  3 003  3 003  1 001  2 001  5 0 1 2 . 0 2 1  2 -1
004   003 003  4 003  4 003  4 001  4 001  4   003 003  3 003  3 003  1 001  2 001  5 0 1 2 . 0 2 1  2 -1
004   003 003  4 003  3 003  4 001  4 001  4   003 003  3 003  3 003  1 001  2 001  5 0 1 2 . 0 2 1  2 -1
004   003 003  4 003  3 003  4 001  4 001  4   003 003  3 003  3 003  1 001  2 001  5 0 1 2 . 0 2 1  2 -1
004   003 003  4 003  3 003  3 001  4 001  4   003 003  3 003  3 003  1 001  2 001  5 0 1 2 . 0 2 1  2 -1
004   003 003  4 003  3 003  3 001  4 001  4   003 003  3 003  3 003  1 001  2 001  5 0 1 2 . 0 2 1  2 -1
004   003 003  3 003  3 003  3 001  4 001  4   003 003  3 003  3 003  1 001  2 001  5 0 1 2 . 0 2 1  2 -1
004   003 003  3 003  3 003  3 001  4 001  4   003 003  3 003  3 003  1 001  2 001  5 0 1 2 . 0 2 1  2 -1
004   003 003  3 003  3 003  3 001  4 001  4   003 003  3 003  3 003  1 001  2 001  5 0 1 2 . 0 2 1  2 -1
003   003 003  3 003  3 003  3 001  4 001  4   003 003  3 003  3 003  1 001  2 001  5 # # # . # # #  3 -1
003   003 003  3 003  3 003  3 001  4 001  4   003 003  3 003  3 001  1 001  2 001  5 # # # . # # #  3 -1
003   001 003  3 003  3 003  3 001  4 001  4   003 003  3 003  3 001  1 001  2 001  5 # # # . # # #  3 -1
003   001 003  3 003  3 003  3 001  4 001  4   003 003  3 001  3 001  1 001  2 001  5 # # # . # # #  3 -1
003   001 003  3 003  3 003  3 001  4 001  4   001 003  3 001  3 001  1 001  2 001  5 # # # . # # #  3 -1
003   001 003  3 003  3 003  3 001  4 001  4   001 001  3 001  3 001  1 001  2 001  5 # # # . # # #  3 -1
003   001 003  3 001  3 003  3 001  4 001  4   001 001  3 001  3 001  1 001  2 001  5 # # # . # # #  3 -1
003   001 003  3 001  3 001  3 001  4 001  4   001 001  3 001  3 001  1 001  2 001  5 # # # . # # #  3 -1
003   001 001  3 001  3 001  3 001  4 001  4   001 001  3 001  3 001  1 001  2 001  5 # # # . # # #  3 -1
003   001 001  3 001  3 001  3 001  4 001  4   002 001  3 001  3 001  1 001  2 001  5 # # # . # # #  3 -1
003   002 001  3 001  3 001  3 001  4 001  4   002 001  3 001  3 001  1 001  2 001  5 # # # . # # #  3 -1
003   002 001  3 001  3 001  3 001  4 001  4   002 001  3 001  3 001  1 001  3 001  5 # # # . # # #  3 -1
003   002 001  3 001  3 001  3 001  4 001  4   002 001  3 001  3 002  1 001  3 001  5 # # # . # # #  3 -1
003   002 001  3 001  3 001  3 001  4 001  4   002 001  3 001  3 003  1 001  3 001  5 # # # . 2 # #  3 -1
003   002 001  3 001  3 001  3 001  4 001  4   002 001  3 002  3 003  1 001  3 001  5 # # # . 2 # #  3 -1
003   002 001  3 001  3 001  3 001  4 001  4   002 001  3 003  3 003  1 001  3 001  5 # # # . 2 1 #  3 -1
003   002 001  3 001  3 001  3 001  4 001  4   002 002  3 003  3 003  1 001  3 001  5 # # # . 2 1 #  3 -1
003   002 001  3 001  3 001  3 001  4 001  4   002 003  3 003  3 003  1 001  3 001  5 # # # . 2 1 0  3 -1
003   002 001  3 001  3 001  3 001  4 002  4   002 003  3 003  3 003  1 001  3 001  5 # # # . 2 1 0  3 -1
003   002 001  3 001  3 001  3 001  4 003  4   002 003  3 003  3 003  1 001  3 001  5 4 # # . 2 1 0  3 -1
003   002 001  3 001  3 001  3 001  4 003  4   003 003  3 003  3 003  1 001  3 001  5 4 # # . 2 1 0  3 -1
003   002 001  3 001  3 001  3 002  4 003  4   003 003  3 003  3 003  1 001  3 001  5 4 # # . 2 1 0  3 -1
003   002 001  3 001  3 001  3 003  4 003  4   003 003  3 003  3 003  1 001  3 001  5 4 3 # . 2 1 0  3 -1
003   002 001  3 001  4 001  3 003  4 003  4   003 003  3 003  3 003  1 001  3 001  5 4 3 # . 2 1 0  3 -1
003   002 001  3 001  4 001  4 003  4 003  4   003 003  3 003  3 003  1 001  3 001  5 4 3 # . 2 1 0  3 -1
003   002 002  3 001  4 001  4 003  4 003  4   003 003  3 003  3 003  1 001  3 001  5 4 3 # . 2 1 0  3 -1
003   002 003  3 001  4 001  4 003  4 003  4   003 003  3 003  3 003  1 001  3 001  5 4 3 0 . 2 1 0  3 -1
003   003 003  3 001  4 001  4 003  4 003  4   003 003  3 003  3 003  1 001  3 001  5 4 3 0 . 2 1 0  3 -1
004   003 003  3 001  4 001  4 003  4 003  4   003 003  3 003  3 003  1 001  3 001  5 4 3 0 . 2 1 0  3 -3
004   003 003  3 001  4 001  4 003  4 003  4   003 003  3 003  2 003  1 001  3 001  5 4 3 0 . 2 1 0  3 -3
004   003 003  3 001  4 001  4 003  4 003  4   003 003  3 003  2 003  1 001  3 001  5 4 3 0 . 2 1 0  3 -3
004   003 003  3 001  4 001  4 003  4 003  4   003 003  3 003  2 003  1 001  3 001  5 4 3 0 . 2 1 0  3 -3
004   003 003  3 001  4 001  4 003  4 003  4   003 003  3 003  2 003  1 001  3 001  5 4 3 0 . 2 1 0  3 -3
004   003 003  2 001  4 001  4 003  4 003  4   003 003  3 003  2 003  1 001  3 001  5 4 3 0 . 2 1 0  3 -3
004   003 003  2 001  4 001  4 003  4 003  4   003 003  3 003  2 003  1 001  3 001  5 4 3 0 . 2 1 0  3 -3
004   003 003  2 001  4 001  4 003  4 003  3   003 003  3 003  2 003  1 001  3 001  5 4 3 0 . 2 1 0  3 -3
004   003 003  2 001  4 001  4 003  4 003  3   003 003  3 003  2 003  1 001  3 001  5 4 3 0 . 2 1 0  3 -3
004   003 003  2 001  4 001  4 003  3 003  3   003 003  3 003  2 003  1 001  3 001  5 4 3 0 . 2 1 0  3 -3
004   003 003  2 001  4 001  4 003  3 003  3   003 003  3 003  2 003  1 001  3 001  5 4 3 0 . 2 1 0  3 -3
004   003 003  2 001  4 001  4 003  3 003  3   003 003  2 003  2 003  1 001  3 001  5 4 3 0 . 2 1 0  3 -3
004   003 003  2 001  4 001  4 003  3 003  3   003 003  2 003  2 003  1 001  3 001  5 4 3 0 . 2 1 0  3 -3
004   003 003  2 001  4 001  4 003  3 003  3   003 003  2 003  2 003  1 001  3 001  5 4 3 0 . 2 1 0  3 -3
005   003 003  2 001  4 001  4 003  3 003  3   003 003  2 003  2 003  1 001  3 001  5 4 3 0 . 2 1 0  3 -3
Game 2 was won by team 0 by knockout out in 3 trials.
Game 3
Ref Coa 1 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Coa 2 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5       Trial        
Sta  Stat Sta SG Sta SG Sta SG Sta SG Sta SG  Stat Sta SG Sta SG Sta SG Sta SG Sta SG 3 2 1 . 1 2 3 NB PS
001  #### ### ## ### ## ### ## ### ## ### ##  #### ### ## ### ## ### ## ### ## ### ## # # # . # # # ## ##
002   003 003  2 001  4 001  4 003  3 003  3   003 003  2 003  2 003  1 001  3 001  5 4 3 0 . 2 1 0 ## ##
003   003 003  2 001  4 001  4 003  3 003  3   003 003  2 003  2 003  1 001  3 001  5 # # # . # # #  1 ##
003   003 003  2 001  4 001  4 003  3 003  3   003 003  2 001  2 003  1 001  3 001  5 # # # . # # #  1 ##
003   003 003  2 001  4 001  4 003  3 003  3   001 003  2 001  2 003  1 001  3 001  5 # # # . # # #  1 ##
003   003 003  2 001  4 001  4 003  3 003  3   001 003  2 001  2 001  1 001  3 001  5 # # # . # # #  1 ##
003   001 003  2 001  4 001  4 003  3 003  3   001 003  2 001  2 001  1 001  3 001  5 # # # . # # #  1 ##
003   001 001  2 001  4 001  4 003  3 003  3   001 003  2 001  2 001  1 001  3 001  5 # # # . # # #  1 ##
003   001 001  2 001  4 001  4 003  3 001  3   001 003  2 001  2 001  1 001  3 001  5 # # # . # # #  1 ##
003   001 001  2 001  4 001  4 001  3 001  3   001 003  2 001  2 001  1 001  3 001  5 # # # . # # #  1 ##
003   001 001  2 001  4 001  4 001  3 001  3   001 001  2 001  2 001  1 001  3 001  5 # # # . # # #  1 ##
003   002 001  2 001  4 001  4 001  3 001  3   001 001  2 001  2 001  1 001  3 001  5 # # # . # # #  1 ##
003   002 001  2 001  4 001  4 001  3 001  3   002 001  2 001  2 001  1 001  3 001  5 # # # . # # #  1 ##
003   002 001  2 002  4 001  4 001  3 001  3   002 001  2 001  2 001  1 001  3 001  5 # # # . # # #  1 ##
003   002 001  2 003  4 001  4 001  3 001  3   002 001  2 001  2 001  1 001  3 001  5 1 # # . # # #  1 ##
003   002 001  2 003  4 002  4 001  3 001  3   002 001  2 001  2 001  1 001  3 001  5 1 # # . # # #  1 ##
003   002 001  2 003  4 003  4 001  3 001  3   002 001  2 001  2 001  1 001  3 001  5 1 2 # . # # #  1 ##
003   002 001  3 003  4 003  4 001  3 001  3   002 001  2 001  2 001  1 001  3 001  5 1 2 # . # # #  1 ##
003   002 001  3 003  4 003  4 001  3 001  4   002 001  2 001  2 001  1 001  3 001  5 1 2 # . # # #  1 ##
003   002 001  3 003  4 003  4 002  3 001  4   002 001  2 001  2 001  1 001  3 001  5 1 2 # . # # #  1 ##
003   002 001  3 003  4 003  4 003  3 001  4   002 001  2 001  2 001  1 001  3 001  5 1 2 3 . # # #  1 ##
003   002 001  3 003  4 003  4 003  3 001  4   002 001  2 001  2 001  1 001  3 002  5 1 2 3 . # # #  1 ##
003   002 001  3 003  4 003  4 003  3 001  4   002 001  2 001  2 001  1 001  3 003  5 1 2 3 . 4 # #  1 ##
003   003 001  3 003  4 003  4 003  3 001  4   002 001  2 001  2 001  1 001  3 003  5 1 2 3 . 4 # #  1 ##
003   003 001  3 003  4 003  4 003  3 001  4   002 001  2 001  2 001  1 001  4 003  5 1 2 3 . 4 # #  1 ##
003   003 001  3 003  4 003  4 003  3 001  4   002 001  2 001  3 001  1 001  4 003  5 1 2 3 . 4 # #  1 ##
003   003 001  3 003  4 003  4 003  3 001  4   002 001  2 001  3 002  1 001  4 003  5 1 2 3 . 4 # #  1 ##
003   003 001  3 003  4 003  4 003  3 001  4   002 001  2 001  3 003  1 001  4 003  5 1 2 3 . 4 2 #  1 ##
003   003 001  3 003  4 003  4 003  3 001  4   002 002  2 001  3 003  1 001  4 003  5 1 2 3 . 4 2 #  1 ##
003   003 001  3 003  4 003  4 003  3 001  4   002 003  2 001  3 003  1 001  4 003  5 1 2 3 . 4 2 0  1 ##
003   003 001  3 003  4 003  4 003  3 001  4   003 003  2 001  3 003  1 001  4 003  5 1 2 3 . 4 2 0  1 ##
004   003 001  3 003  4 003  4 003  3 001  4   003 003  2 001  3 003  1 001  4 003  5 1 2 3 . 4 2 0  1  0
004   003 001  3 003  4 003  4 003  3 001  4   003 003  2 001  3 003  1 001  4 003  4 1 2 3 . 4 2 0  1  0
004   003 001  3 003  4 003  4 003  3 001  4   003 003  2 001  3 003  1 001  4 003  4 1 2 3 . 4 2 0  1  0
004   003 001  3 003  4 003  4 003  2 001  4   003 003  2 001  3 003  1 001  4 003  4 1 2 3 . 4 2 0  1  0
004   003 001  3 003  4 003  4 003  2 001  4   003 003  2 001  3 003  1 001  4 003  4 1 2 3 . 4 2 0  1  0
004   003 001  3 003  4 003  4 003  2 001  4   003 003  1 001  3 003  1 001  4 003  4 1 2 3 . 4 2 0  1  0
004   003 001  3 003  4 003  4 003  2 001  4   003 003  1 001  3 003  1 001  4 003  4 1 2 3 . 4 2 0  1  0
004   003 001  3 003  4 003  3 003  2 001  4   003 003  1 001  3 003  1 001  4 003  4 1 2 3 . 4 2 0  1  0
004   003 001  3 003  4 003  3 003  2 001  4   003 003  1 001  3 003  1 001  4 003  4 1 2 3 . 4 2 0  1  0
004   003 001  3 003  4 003  3 003  2 001  4   003 003  1 001  3 003  1 001  4 003  4 1 2 3 . 4 2 0  1  0
004   003 001  3 003  4 003  3 003  2 001  4   003 003  1 001  3 003  1 001  4 003  4 1 2 3 . 4 2 0  1  0
004   003 001  3 003  3 003  3 003  2 001  4   003 003  1 001  3 003  1 001  4 003  4 1 2 3 . 4 2 0  1  0
004   003 001  3 003  3 003  3 003  2 001  4   003 003  1 001  3 003  1 001  4 003  4 1 2 3 . 4 2 0  1  0
004   003 001  3 003  3 003  3 003  2 001  4   003 003  1 001  3 003  1 001  4 003  4 1 2 3 . 4 2 0  1  0
003   003 001  3 003  3 003  3 003  2 001  4   003 003  1 001  3 003  1 001  4 003  4 # # # . # # #  2  0
003   001 001  3 003  3 003  3 003  2 001  4   003 003  1 001  3 003  1 001  4 003  4 # # # . # # #  2  0
003   001 001  3 003  3 003  3 003  2 001  4   003 003  1 001  3 003  1 001  4 001  4 # # # . # # #  2  0
003   001 001  3 003  3 003  3 003  2 001  4   003 001  1 001  3 003  1 001  4 001  4 # # # . # # #  2  0
003   001 001  3 003  3 003  3 003  2 001  4   001 001  1 001  3 003  1 001  4 001  4 # # # . # # #  2  0
003   001 001  3 003  3 003  3 003  2 001  4   001 001  1 001  3 001  1 001  4 001  4 # # # . # # #  2  0
003   001 001  3 003  3 003  3 001  2 001  4   001 001  1 001  3 001  1 001  4 001  4 # # # . # # #  2  0
003   001 001  3 003  3 001  3 001  2 001  4   001 001  1 001  3 001  1 001  4 001  4 # # # . # # #  2  0
003   001 001  3 001  3 001  3 001  2 001  4   001 001  1 001  3 001  1 001  4 001  4 # # # . # # #  2  0
003   001 001  3 001  3 001  3 001  2 001  4   002 001  1 001  3 001  1 001  4 001  4 # # # . # # #  2  0
003   001 001  3 001  3 001  3 001  2 001  4   002 001  1 001  3 001  1 002  4 001  4 # # # . # # #  2  0
003   002 001  3 001  3 001  3 001  2 001  4   002 001  1 001  3 001  1 002  4 001  4 # # # . # # #  2  0
003   002 001  3 001  3 001  3 001  2 001  4   002 001  1 001  3 001  1 003  4 001  4 # # # . 3 # #  2  0
003   002 001  3 001  3 001  3 001  2 001  4   002 001  1 002  3 001  1 003  4 001  4 # # # . 3 # #  2  0
003   002 001  3 001  3 001  3 001  2 001  4   002 001  1 003  3 001  1 003  4 001  4 # # # . 3 1 #  2  0
003   002 001  3 001  3 001  3 001  2 001  4   002 001  1 003  3 001  1 003  4 001  5 # # # . 3 1 #  2  0
003   002 001  3 001  3 001  3 001  2 001  4   002 001  2 003  3 001  1 003  4 001  5 # # # . 3 1 #  2  0
003   002 001  3 001  3 001  3 001  2 001  4   002 001  2 003  3 002  1 003  4 001  5 # # # . 3 1 #  2  0
003   002 001  3 001  3 001  3 001  2 001  4   002 001  2 003  3 003  1 003  4 001  5 # # # . 3 1 2  2  0
003   002 002  3 001  3 001  3 001  2 001  4   002 001  2 003  3 003  1 003  4 001  5 # # # . 3 1 2  2  0
003   002 003  3 001  3 001  3 001  2 001  4   002 001  2 003  3 003  1 003  4 001  5 0 # # . 3 1 2  2  0
003   002 003  3 001  3 001  3 001  2 001  4   003 001  2 003  3 003  1 003  4 001  5 0 # # . 3 1 2  2  0
003   002 003  3 001  3 001  3 001  2 002  4   003 001  2 003  3 003  1 003  4 001  5 0 # # . 3 1 2  2  0
003   002 003  3 001  3 001  3 001  2 003  4   003 001  2 003  3 003  1 003  4 001  5 0 4 # . 3 1 2  2  0
003   002 003  3 001  3 001  3 001  3 003  4   003 001  2 003  3 003  1 003  4 001  5 0 4 # . 3 1 2  2  0
003   002 003  3 001  3 001  4 001  3 003  4   003 001  2 003  3 003  1 003  4 001  5 0 4 # . 3 1 2  2  0
003   002 003  3 002  3 001  4 001  3 003  4   003 001  2 003  3 003  1 003  4 001  5 0 4 # . 3 1 2  2  0
003   002 003  3 003  3 001  4 001  3 003  4   003 001  2 003  3 003  1 003  4 001  5 0 4 1 . 3 1 2  2  0
003   003 003  3 003  3 001  4 001  3 003  4   003 001  2 003  3 003  1 003  4 001  5 0 4 1 . 3 1 2  2  0
004   003 003  3 003  3 001  4 001  3 003  4   003 001  2 003  3 003  1 003  4 001  5 0 4 1 . 3 1 2  2 -3
004   003 003  3 003  3 001  4 001  3 003  4   003 001  2 003  2 003  1 003  4 001  5 0 4 1 . 3 1 2  2 -3
004   003 003  3 003  3 001  4 001  3 003  4   003 001  2 003  2 003  1 003  4 001  5 0 4 1 . 3 1 2  2 -3
004   003 003  3 003  3 001  4 001  3 003  4   003 001  2 003  2 003  1 003  3 001  5 0 4 1 . 3 1 2  2 -3
004   003 003  3 003  3 001  4 001  3 003  4   003 001  2 003  2 003  1 003  3 001  5 0 4 1 . 3 1 2  2 -3
004   003 003  3 003  3 001  4 001  3 003  3   003 001  2 003  2 003  1 003  3 001  5 0 4 1 . 3 1 2  2 -3
004   003 003  3 003  3 001  4 001  3 003  3   003 001  2 003  2 003  1 003  3 001  5 0 4 1 . 3 1 2  2 -3
004   003 003  3 003  2 001  4 001  3 003  3   003 001  2 003  2 003  1 003  3 001  5 0 4 1 . 3 1 2  2 -3
004   003 003  3 003  2 001  4 001  3 003  3   003 001  2 003  2 003  1 003  3 001  5 0 4 1 . 3 1 2  2 -3
004   003 003  2 003  2 001  4 001  3 003  3   003 001  2 003  2 003  1 003  3 001  5 0 4 1 . 3 1 2  2 -3
004   003 003  2 003  2 001  4 001  3 003  3   003 001  2 003  2 003  1 003  3 001  5 0 4 1 . 3 1 2  2 -3
004   003 003  2 003  2 001  4 001  3 003  3   003 001  2 003  2 003  1 003  3 001  5 0 4 1 . 3 1 2  2 -3
004   003 003  2 003  2 001  4 001  3 003  3   003 001  2 003  2 003  1 003  3 001  5 0 4 1 . 3 1 2  2 -3
004   003 003  2 003  2 001  4 001  3 003  3   003 001  2 003  2 003  1 003  3 001  5 0 4 1 . 3 1 2  2 -3
005   003 003  2 003  2 001  4 001  3 003  3   003 001  2 003  2 003  1 003  3 001  5 0 4 1 . 3 1 2  2 -3
Game 3 was won by team 0 by knockout out in 2 trials.
006   003 003  2 003  2 001  4 001  3 003  3   003 001  2 003  2 003  1 003  3 001  5 0 4 1 . 3 1 2  2 -3
The match was won by team 0 (3-0).
